"message_id","message","message_utc","from_id","date","time"
"44987","O CENÁRIO SERÁ DE LEI MARCIAL PARA 86 NAÇÕES EM 3 SEMANAS.

É PRECISO FORÇA MILITAR.

SEMPRE FOI AVISADO.

PESSOAS BOAS E DE BEM ESTARÃO PROTEGIDAS. 

É O FIM PARA QUEM PRATICOU O MAL.

104","2022-10-26 16:08:31","","2022-10-26","16:08:31"
"44997","Os bancos centrais estão fechando — falidos. Antigos sistemas financeiros faliram. Congresso, Casa Branca, IRS, Feds, Rederal Reserve estão fechados – a U.S. Corporation está falida.

Moeda lastreada em ouro, ativos digitais, QFS, Nesara Gesara está crescendo! ✨

QFS Nesara Gesara se manifesta. A Aliança Global/Galáctica ainda está trabalhando para remover o controle sobre a humanidade da cabala DS – atualmente removendo o feitiço satânico na massa global. A jornada do Grande Despertar será mais intensa e mais turbulenta.

A Terra e a humanidade estão em construção enquanto os negócios ainda estão abertos. O DS está em modo de pânico total, desesperado e ferido e está lançando ataques selvagens.

As energias satânicas não podem mais se esconder, pois é predominante para todos verem em toda a sociedade matricial.

Cores verdadeiras estão sendo reveladas. Muito mais verdades feias serão reveladas ao público.","2022-10-26 22:08:08","","2022-10-26","22:08:08"
"44973","Killery arrest 2016 9/11 at 911 memorial event 

@CaptKylePatriots🇺🇸🦅⚔️ 
@QWO17","2022-10-26 00:37:52","","2022-10-26","00:37:52"
"44975","John Conners home from Terminator 2 (135) : Judgement Day 

Todays date 
TUESDAY OCTOBER TWENTY FIFTH = 329(The SkyNet(94) Funding Bill Is Passed) 

#TomNumbers #TopOfYourGame #PsychClub #TheTomNumbersShow #Gematria #JohnConnor #Terminator2 #Todd

https://t.me/TomNumbers1776 👈🏻subscribe now","2022-10-26 02:09:40","","2022-10-26","02:09:40"
"44977","TICK TOCK
TICK TOCK
TICK TOCK
AMEN
AMEN
AMEN","2022-10-26 10:57:11","","2022-10-26","10:57:11"
"44979","https://www.thesun.co.uk/news/politics/5562215/un-aid-workers-raped-60000-people-as-its-claimed-organisation-employs-3300-paedophiles/","2022-10-26 11:57:52","","2022-10-26","11:57:52"
"44980","Acordar do latim accordare, concordar. Deu extensão de significado para designar também o ato de despertar. O Dicionário Antonio de Moraes Silva, de 1877, já diferenciava que acordar é deixar de dormir naturalmente e despertar é interromper o sono.
Nas línguas neolatinas predomina o étimo latino deexpertigitare, despertar, ficar esperto, atento, e nas anglo-saxônias o indo-europeu weg, vigor, presente no inglês wake up. Os primeiros despertadores da Humanidade foram os elementos da natureza, como o Sol, as trovoadas e as tempestades. Depois, vindos do Egito no século VI e instalados no alto das torres ou em campanários das igrejas, passaram a ser os sinos, junto aos quais, a partir do século XVI, foram instalados também grandes relógios.

Estamos *SINALIZANDO*!","2022-10-26 12:00:42","","2022-10-26","12:00:42"
"44981","Por gentileza, prestem muita atenção na letra do rapper Thomas MacDonald!
E....ACORDEM.","2022-10-26 12:00:44","","2022-10-26","12:00:44"
"44982","EU SIGO A ANA MARINS?
EU APOIO A ANA MARINS?
PENSO COMO A ANA MARINS?

EU SOU A ANA MARINS!
A ANA MARINS SOU EU!
EU SOU VOCÊ!
VOCÊ É EU!
SOMOS TODOS UM SÓ!

SOU LULA?
NÃO SOU LADRÃO!
SOU BOLSONARO?
NÃO SOU POLÍTICO!
SOU YESHUA!
POIS YESHUA VIVE EM MIM!
YESHUA VIVE EM VOCÊ!
YESHUA VIVE EM NÓS!
SOMOS TODOS IRMÃOS DE YESHUA!
SOMOS TODOS FILHOS DO MESMO PAI!

ALMA E COMPAIXÃO
Quem não têm alma, não possue compaixão!
O que diferencia o SER HUMANO dos outros seres do Universo?
Sua COMPAIXÃO!
Somos especiais, apenas se tivermos COMPAIXÃO!

FINAL OU COMEÇO?
COMEÇO OU FINAL?

O que importa é VOCÊ!

VOCÊ ESTÁ PREPARADO?

     E♡S♡T♡E♡J♡A♡M

         S♡E♡M♡P♡R♡E

P♡R♡E♡P♡A♡R♡A♡D♡O♡S

YESHUA (APOCALIPSE)","2022-10-26 13:06:34","","2022-10-26","13:06:34"
"44983","https://youtu.be/6V6KPeUHPRw","2022-10-26 13:42:31","","2022-10-26","13:42:31"
"44984","45000 MANDADOS DE PRISÃO SENDO REALIZADOS NESSE INSTANTE.","2022-10-26 15:49:42","","2022-10-26","15:49:42"
"44985","LEMBRE-SE:

ENTRAREMOS NA FASE DE MAIOR INFORMAÇÃO E DESINFORMAÇÃO.

MANTENHA O FOCO.
PERCEBA O QUE FAZ SENTIDO.
SINTA COM O SEU CORAÇÃO.

104","2022-10-26 16:03:14","","2022-10-26","16:03:14"
"44986","NÓS VENCEMOS, MAS SEREMOS ATACADOS ATÉ O FINAL.

FALTA MUITO POUCO.

104","2022-10-26 16:04:37","","2022-10-26","16:04:37"
"44988","The world is awakening.","2022-10-26 16:10:06","","2022-10-26","16:10:06"
"44989","⚠️ [ Nomes | Data | Hora ]

Link:
https://drive.google.com/drive/mobile/folders/1_czC_jaPkYvk9YeQ82DXxQvKUSnHQE0z/1W095UNWYEzm7LXgRIoYTCjT1zaRn839a?usp=sharing&sort=13&direction=a

Mrs.Truth
https://t.me/Mrs_Truth","2022-10-26 16:11:58","","2022-10-26","16:11:58"
"44990","⚠️

Alexandre Machado, servidor responsável pela área de Pool de emissoras do TSE, diz que alertou desde 2018 os problemas de fiscalização aos seus superiores em um termo oficial para a Polícia Federal.

Hoje ele foi exonerado do cargo e conduzido por seguranças. 🔥

Mrs.Truth
https://t.me/Mrs_Truth","2022-10-26 16:12:03","","2022-10-26","16:12:03"
"44991","⏳

Mrs.Truth
https://t.me/Mrs_Truth","2022-10-26 21:50:41","","2022-10-26","21:50:41"
"44994","ESTAMOS ENTRANDO NA TEMPESTADE.","2022-10-26 21:59:11","","2022-10-26","21:59:11"
"44998","Me chamou atenção quando Bolsonaro diz O caminho é um só! Creio que ele fala Militar!","2022-10-26 22:10:04","","2022-10-26","22:10:04"
"44999","COMO VOCÊ CUIDA DE UM INDEFESO MOSTRA QUEM VOCÊ É.","2022-10-26 22:19:27","","2022-10-26","22:19:27"
"45000","LAX Pilot just said we have to fly up towards San Fran then turn out to Kauai, Hawaii due to military activity along the California coast

https://t.me/TomNumbers1776 👈🏻🪖subscribe","2022-10-26 23:35:53","","2022-10-26","23:35:53"
"45002","AÇÃO MILITAR NA CALIFÓRNIA

TERREMOTO 5.1 > DESTRUIÇÃO DE DUMBS","2022-10-26 23:42:49","","2022-10-26","23:42:49"
